IDCAPTURA,IDVISITA,FRENTES CORE SECO,FRENTES LIGHT SECO,FRENTES CARBONATADA SECO,FRENTES CORE FRIO,FRENTES LIGHT FRIO,FRENTES CARBONATADA FRIO,PRECIO CORE,MATERIAL POP,EXHIBICION ADICIONAL,PROMOCION,PROMOCION SEÑALIZADA,SOS SECO,SOS FRIO,SOS EXHIBICIONES ADICIONALES
41907235,3693560,4,,,,,,19.5,NO,NO,NO,,4.4062,,
41907236,3693564,,,,15,,,19.5,NO,NO,NO,,,17.3721,
41907237,3693565,,,,24,,,18.75,NO,NO,SI,SI,,,
41907238,3693569,12,,,,,,19.5,NO,NO,NO,,52.2317,,
41907239,3693575,37,,,,,,19.5,NO,,,,11.9245,,
41907240,3693577,13,,,,,,18.75,NO,NO,NO,,17.3999,,
41907241,3693578,,,,46,,,18.75,SI,NO,NO,,,24.6469,
41907242,3693579,20,,,,,,19.5,NO,NO,NO,,9.8867,,
41907243,3693600,,,,,,,,NO,,,,,,
41907244,3693606,39,,,,,,19.5,NO,NO,NO,,17.8979,,
41907245,3693624,,,,44,,,19.5,SI,NO,NO,,,20.2368,
41907246,3693626,15,,,18,,,18.2,NO,NO,NO,,18.2068,88.4615,
41907247,3693629,39,,,,,,19.5,NO,NO,NO,,20.4658,,
41907248,3693653,18,,,,,,19.5,SI,NO,NO,,18.8535,,
41907249,3693659,,,,23,,,18.75,NO,NO,SI,SI,,25.1381,
41907250,3693663,35,,,25,,,18.75,SI,NO,SI,SI,34.7089,,
41907251,3693679,24,,,25,,,18.75,NO,NO,SI,SI,27.2061,17.4075,
41907252,3693681,8,,,,,,19.5,NO,NO,NO,,4.0421,,
41907253,3693682,10,,,,,,19.5,NO,NO,NO,,13.8847,,
41907254,3693686,28,,,,,,18.9,NO,NO,NO,,,18.5597,
41907255,3693697,54,,,,,,18.2,NO,NO,NO,,,,22.545
41907256,3693719,,,,15,,,19.5,NO,NO,NO,,,16.7352,
41907257,3693723,7,,,,,,20.5,NO,NO,NO,,30.4981,,
41907258,3693730,24,,,,,,19.5,NO,NO,NO,,7.5997,,
41907259,3693738,9,,,,,,18.75,NO,NO,NO,,,,
41907260,3693770,,,,10,,,18.9,NO,NO,SI,SI,,7.2628,
41907261,3693773,,,,6,,,19.02,NO,NO,NO,,,7.1745,
41907262,3693782,39,,,15,,,18.2,NO,NO,NO,,29.502,,
41907263,3693789,20,,,8,,,18.2,NO,NO,NO,,,,
41907264,3693793,23,,,,,,19.5,NO,NO,NO,,30.6734,,
41907265,3693794,25,,,,,,18.2,NO,NO,NO,,16.9492,,
41907266,3693799,,,,15,,,18.75,NO,NO,SI,SI,,16.8067,
41907267,3693802,6,,,,,,18.75,NO,NO,NO,,9.6333,,
41907268,3693803,,,,16,,,18.9,SI,NO,SI,SI,,15.1983,
41907269,3693809,12,,,24,,,19.5,SI,NO,NO,,10.3131,28.7146,
41907270,3693814,,,,35,,,19.5,NO,NO,NO,,,17.7273,
41907271,3693821,20,,,,,,19.5,NO,NO,NO,,45.0942,,
41907272,3693824,31,,,,,,18.2,NO,SI,NO,,10.5441,,
41907273,3693826,31,,,,,,18.2,NO,SI,NO,,7.0779,,
41907274,3693837,50,,,,,,18.2,NO,NO,NO,,,,
41907275,3693844,65,,,,,,18.2,SI,NO,NO,,43.2524,,
41907276,3693845,,,,21,,,18.75,NO,NO,SI,NO,,33.5597,
41907277,3693858,10,,,,,,18.75,NO,NO,NO,,,,
41907278,3693867,15,,,,,,18.75,NO,NO,NO,,25.5026,,
41907279,3693881,11,,,22,,,19.5,,NO,NO,,24.1602,16.4711,
41907280,3693882,,,,10,,,19.2,NO,NO,NO,,,,
41907281,3693890,48,,,7,,,19.5,NO,NO,NO,,23.1529,,
41907282,3693893,32,,,12,,,19.5,NO,SI,NO,,13.7709,27.8511,
41907283,3693915,21,,,12,,,19.5,NO,,,,,8.8078,
41907284,3693920,20,,,,,,19.5,NO,SI,NO,,43.7861,,
41907285,3693923,9,,,,,,18.75,NO,NO,NO,,17.5986,,
41907286,3693925,51,,,60,,,19.5,SI,NO,NO,,52.5218,42.137,
41907287,3693927,,,,10,,,19.5,,,,,,,
41907288,3693935,25,,,,,,18.6,SI,SI,NO,,49.3107,,
41907289,3693937,,,,12,,,18.9,NO,NO,NO,,,7.4853,
41907290,3693939,,,,,,,,NO,NO,NO,,,,
41907291,3693946,16,,,,,,19.5,NO,NO,NO,,,,
41907292,3693950,10,,,,,,18.2,NO,NO,NO,,10.9696,,
41907293,3693953,23,,,,,,19.5,NO,NO,NO,,51.8783,,
41907294,3693957,,,,13,,,18.75,NO,NO,SI,SI,,9.9565,
41907295,3693960,,,,20,,,18.75,NO,SI,NO,,,4.4553,
41907296,3693966,17,,,13,,,18.9,NO,NO,NO,,18.5606,14.6278,
41907297,3693974,,,,13,,,18.9,NO,NO,SI,SI,,15.2932,
41907298,3693975,,,,28,,,19.5,NO,NO,NO,,13.6809,,
41907299,3693981,,,,,,,,NO,NO,NO,,,,
41907300,3693988,26,,,,,,18.6,SI,SI,NO,,58.1405,,
41907301,3693995,50,,,,,,18.2,SI,NO,NO,,47.6197,,
41907302,3693998,,,,10,,,18.2,NO,NO,SI,SI,,8.7532,
41907303,3694008,8,,,,,,18.75,NO,NO,NO,,8.4309,,
41907304,3694016,,,,13,,,18.75,NO,NO,NO,,,5.3581,
41907305,3694021,18,,,,,,19.5,NO,SI,NO,,63.0704,,
41907306,3694025,,,,10,,,18.75,SI,NO,SI,SI,,5.0199,
41907307,3694040,15,,,,,,18.75,NO,NO,NO,,16.2828,,
41907308,3694048,20,,,,,,18.75,NO,NO,SI,SI,87.3029,,
41907309,3694051,,,,10,,,18.78,NO,NO,SI,SI,,7.9467,
41907310,3694053,40,,,100,,,18.5,NO,NO,NO,,26.4046,,
41907311,3694061,,,,17,,,19.5,NO,NO,NO,,,46.3718,
41907312,3694067,12,,,,,,21,NO,,,,8.8892,,
41907313,3694068,33,,,,,,19.5,NO,NO,NO,,21.128,,
41907314,3694077,29,,,,,,19.5,,,,,,,
41907315,3694079,30,,,29,,,18.2,NO,SI,NO,,17.5203,78.4019,
41907316,3694090,16,,,,,,19.5,NO,NO,NO,,,,
41907317,3694091,10,,,,,,18.75,NO,NO,NO,,,,
41907318,3694094,,,,10,,,18.75,NO,NO,NO,,,,
41907319,3694115,22,,,,,,19.5,NO,NO,NO,,4.1699,,
41907320,3694118,,,,22,,,19.5,NO,NO,NO,,,,
41907321,3694120,,,,,,,,NO,NO,NO,,,,
41907322,3694128,100,,,84,,,18.75,NO,NO,NO,,,,
41907323,3694137,27,,,,,,19.5,NO,SI,NO,,,,
41907324,3694138,12,,,7,,,19.5,NO,NO,NO,,25.2425,13.1529,
41907325,3694152,,,,42,,,18.2,NO,NO,NO,,,56.8193,
41907326,3694157,,,,36,,,18.75,NO,NO,NO,,,7.1041,
41907327,3694160,16,,,,,,19.5,NO,SI,NO,,,,
41907328,3694169,5,,,5,,,18.2,NO,NO,NO,,,8.3671,
41907329,3694170,,,,,,,,NO,NO,NO,,,,
41907330,3694172,26,,,17,,,19.75,SI,NO,NO,,21.939,,
41907331,3694175,22,,,,,,19.5,,NO,NO,,24.1686,,
41907332,3694189,16,,,10,,,19.5,NO,NO,NO,,17.2624,17.4772,
41907333,3694191,15,,,,,,19.5,NO,NO,NO,,11.4978,,
41907334,3694194,6,,,,,,20.38,NO,NO,NO,,7.8928,,
41907335,3694195,10,,,10,,,18.2,,,,,14.0677,,
41907336,3694202,8,,,,,,19.5,NO,NO,NO,,,,
41907337,3694205,,,,10,,,18.9,NO,NO,SI,NO,,15.4874,
41907338,3694217,,,,,,,,NO,NO,NO,,,,
41907339,3694221,,,,,,,,NO,NO,NO,,,,
41907340,3694227,,,,8,,,19.5,NO,NO,NO,,,,
41907341,3694229,16,,,,,,19.5,NO,NO,NO,,,,
41907342,3694237,42,,,,,,19.5,NO,NO,NO,,24.0424,,
41907343,3694244,30,,,,,,19.5,NO,NO,NO,,,,
41907344,3694258,32,,,19,,,19.5,SI,,,,28.7234,17.9611,
41907345,3694262,10,,,,,,18.75,NO,NO,NO,,,,
41907346,3694282,,,,14,,,18.75,NO,NO,NO,,,14.76,
41907347,3694297,15,,,15,,,18.75,NO,NO,NO,,14.1986,,
41907348,3694303,,,,10,,,18.9,NO,NO,NO,,,7.1788,
41907349,3694307,,,,60,,,19.5,SI,SI,NO,,,51.5959,53.4048
41907350,3694308,21,,,,,,19.5,NO,NO,NO,,19.4948,,
41907351,3694310,6,,,,,,18.9,SI,NO,NO,,7.5607,,
41907352,3694315,25,,,,,,19.5,NO,NO,NO,,83.3922,,
41907353,3694325,12,,,,,,18.75,NO,NO,NO,,16.5756,,
41907354,3694329,25,,,,,,19.5,NO,NO,NO,,,,
41907355,3694335,,,,40,,,19.5,NO,NO,NO,,50.1879,,
41907356,3694343,36,,,,,,18.2,NO,NO,NO,,,,
41907357,3694353,8,,,,,,18.75,NO,NO,NO,,7.4678,,
41907358,3694358,10,,,,,,19.5,NO,NO,NO,,,,
41907359,3694360,30,,,,,,18.75,SI,NO,NO,,38.4991,,
41907360,3694363,,,,,,,,NO,NO,NO,,,,
41907361,3694365,40,,,7,,,19.5,NO,NO,NO,,17.094,17.459,
41907362,3694366,10,,,,,,18.9,NO,NO,NO,,4.7101,8.0059,
41907363,3694369,10,,,,,,18.9,NO,NO,NO,,11.8862,,
41907364,3694370,75,,,25,,,19.85,SI,SI,NO,,,15.8584,99.0528
41907365,3694373,2,,,,,,17,NO,NO,NO,,,,
41907366,3694376,25,,,,,,18.2,NO,NO,NO,,,,
41907367,3694377,40,,,,,,18.2,NO,NO,NO,,,,
41907368,3694383,,,,16,,,18.2,NO,SI,NO,,,,
41907369,3694386,4,,,,,,18.75,NO,NO,NO,,5.949,,
41907370,3694420,20,,,,,,19.5,NO,NO,NO,,32.0976,,
41907371,3694423,,,,20,,,19.5,NO,NO,NO,,,11.4097,
41907372,3694425,16,,,12,,,18.75,SI,NO,SI,SI,21.24,6.2948,
41907373,3694433,,,,21,,,18.9,NO,NO,SI,NO,,,
41907374,3694442,48,,,,,,18.2,SI,NO,NO,,46.5833,,
41907375,3694444,15,,,,,,18.75,SI,NO,NO,,8.7497,,
41907376,3694445,6,,,10,,,19.5,NO,NO,NO,,,,
41907377,3694466,5,,,10,,,18.75,NO,NO,SI,SI,,10.455,
41907378,3694468,22,,,,,,18.75,NO,NO,SI,SI,13.5561,,
41907379,3694470,,,,50,,,19.5,NO,NO,NO,,49.8303,,
41907380,3694475,34,,,,,,18.75,NO,NO,NO,,,,
41907381,3694477,40,,,34,,,18.75,SI,NO,NO,,24.9823,17.4503,
41907382,3694479,,,,,,,,NO,NO,NO,,,,
41907383,3694481,15,,,,,,18.75,NO,NO,NO,,,,
41907384,3694487,39,,,63,,,18.2,NO,NO,NO,,,,
41907385,3694494,27,,,5,,,18.2,SI,NO,NO,,,,
41907386,3694497,40,,,100,,,18.2,NO,NO,NO,,25.9266,,
41907387,3694498,,,,43,,,18.2,NO,NO,NO,,,67.4433,
41907388,3694499,,,,18,,,18.2,NO,SI,NO,,,31.5652,
41907389,3694544,16,,,15,,,18.75,NO,NO,SI,SI,26.7338,34.8124,
41907390,3694559,24,,,18,,,18.9,NO,NO,SI,SI,,,
41907391,3694562,18,,,20,,,18.9,NO,NO,NO,,15.6802,5.3608,
41907392,3694565,12,,,12,,,18.9,NO,NO,NO,,10.8057,9.4253,
41907393,3694567,,,,13,,,18.75,NO,NO,NO,,,,
41907394,3694568,,,,13,,,18.75,NO,NO,NO,,,,
41907395,3694570,,,,36,,,18.75,NO,NO,SI,NO,,28.7102,
41907396,3694584,20,,,,,,23.5,NO,NO,NO,,5.9126,,
41907397,3694585,32,,,,,,20.5,NO,NO,NO,,,,
41907398,3694600,6,,,,,,18.75,NO,NO,NO,,10.1682,,
41907399,3694611,5,,,,,,18.75,NO,SI,NO,,3.167,,
41907400,3694639,16,,,,,,19.5,NO,SI,SI,SI,58.0263,,
41907401,3694643,24,,,,,,19.5,NO,NO,NO,,9.7402,,
41907402,3694664,16,,,22,,,18.2,NO,NO,NO,,,16.1147,
41907403,3694677,40,,,13,,,19.5,SI,NO,NO,,26.9202,16.6005,
41907404,3694690,20,,,8,,,19.5,NO,NO,NO,,,,
41907405,3694700,10,,,,,,18.5,NO,SI,NO,,15.4692,,
41907406,3694701,,,,,,,,NO,NO,NO,,,,
41907407,3694717,49,,,,,,19.5,NO,NO,NO,,45.6638,,
41907408,3694721,20,,,16,,,18.75,NO,NO,SI,SI,20.9613,15.0526,
41907409,3694747,,,,13,,,18.75,SI,NO,NO,,,16.5579,
41907410,3694749,10,,,,,,19.5,NO,NO,NO,,,,25.5672
41907411,3694756,22,,,6,,,19.5,NO,SI,SI,SI,21.5186,38.5434,35.0826
41907412,3694759,,,,9,,,19.5,NO,NO,NO,,,,
41907413,3694765,11,,,,,,18.2,NO,NO,NO,,72.5145,,
41907414,3694775,35,,,6,,,18.2,NO,NO,NO,,27.7388,96.9497,
41907415,3694779,,,,,,,,NO,NO,NO,,,,
41907416,3694782,22,,,,,,18.2,NO,NO,NO,,17.1134,,
41907417,3694785,20,,,,,,18.5,NO,NO,NO,,6.7809,,
41907418,3694786,9,,,,,,18.2,NO,NO,NO,,38.9866,,
41907419,3694793,10,,,10,,,19.5,NO,NO,NO,,,,
41907420,3694799,27,,,7,,,19.5,NO,SI,NO,,21.6256,7.4743,
41907421,3694802,33,,,,,,18.2,SI,NO,NO,,19.7405,,
41907422,3694803,20,,,,,,19.5,NO,NO,NO,,15.496,,
41907423,3694807,,,,11,,,18.75,NO,NO,NO,,,6.9717,
41907424,3694809,1,,,2,,,18.75,NO,NO,NO,,,,
41907425,3694815,,,,11,,,18.75,NO,NO,NO,,,,
41907426,3694830,8,,,,,,18.75,NO,NO,NO,,,,
41907427,3694832,16,,,,,,18.85,NO,NO,NO,,36.0983,,
41907428,3694836,22,,,,,,19.5,NO,NO,SI,SI,30.8789,,
41907429,3694839,,,,,,,,NO,NO,NO,,,,
41907430,3694842,,,,5,,,20.5,SI,NO,NO,,,22.2492,
41907431,3694844,25,,,,,,18.2,SI,NO,NO,,32.9283,,
41907432,3694847,10,,,,,,19.5,NO,SI,SI,SI,10.0895,,82.0372
41907433,3694852,10,,,,,,18.75,NO,NO,NO,,21.593,,
41907434,3694853,12,,,,,,18.75,NO,NO,NO,,9.009,,
41907435,3694855,1,,,,,,19,NO,NO,NO,,,,
41907436,3694866,,,,,,,,NO,NO,NO,,45.1743,,
41907437,3694870,23,,,,,,19.5,NO,NO,NO,,20.723,,
41907438,3694877,8,,,5,,,19.6,NO,NO,NO,,,,
41907439,3694884,32,,,,,,19.5,NO,NO,SI,SI,82.5564,,
41907440,3694885,29,,,,,,18.2,NO,NO,NO,,12.3439,,
41907441,3694887,24,,,,,,18.2,NO,NO,NO,,19.4952,,
41907442,3694890,,,,18,,,18.75,NO,NO,SI,NO,,23.4291,
41907443,3694896,8,,,14,,,18.9,NO,NO,SI,SI,10.0227,9.8584,
41907444,3694905,8,,,,,,19.5,NO,NO,NO,,10.4295,,
41907445,3694908,8,,,38,,,19.5,NO,NO,NO,,24.8217,50.5114,
41907446,3694910,24,,,,,,19.5,NO,SI,SI,SI,34.2315,,
41907447,3694914,3,,,,,,19.02,NO,NO,NO,,,,
41907448,3694925,28,,,,,,19.5,NO,NO,NO,,15.7796,,
41907449,3694931,7,,,,,,18.75,NO,NO,NO,,16.2645,,
41907450,3694935,30,,,,,,19.5,SI,NO,NO,,23.5843,,
41907451,3694940,,,,15,,,18.9,NO,NO,SI,SI,,12.7387,
41907452,3694950,,,,30,,,19.5,NO,NO,NO,,,29.0192,
41907453,3694951,,,,29,,,19.5,NO,SI,NO,,,25.8532,
41907454,3694954,19,,,,,,19.5,NO,NO,,,8.9292,,
41907455,3694957,,,,40,,,18.75,NO,NO,SI,SI,,18.8551,
41907456,3694964,,,,17,,,20.5,NO,NO,NO,,,31.3623,
41907457,3694968,20,,,,,,19.5,NO,NO,NO,,,,
41907458,3694971,,,,26,,,18.75,NO,NO,SI,,,,
41907459,3694977,,,,12,,,18.75,NO,NO,SI,SI,,31.1501,
41907460,3694979,36,,,11,,,19.5,NO,NO,NO,,11.0242,7.2284,
41907461,3694980,,,,2,,,18.75,NO,NO,NO,,,,
41907462,3694997,50,,,,,,19.5,NO,NO,NO,,27.7257,,
41907463,3695009,,,,,,,19.5,NO,SI,NO,,,,
41907464,3695015,20,,,,,,19.5,SI,NO,NO,,10.6002,,
41907465,3695035,4,,,,,,19.5,NO,NO,NO,,3.4414,,
41907466,3695042,18,,,,,,18.2,NO,NO,NO,,,,
41907467,3695043,6,,,,,,19.5,NO,NO,NO,,6.89,,
41907468,3695045,34,,,11,,,19.5,NO,NO,NO,,11.8726,6.5474,
41907469,3695057,100,,,100,,,19.2,NO,NO,NO,,,,
41907470,3695065,18,,,,,,19.5,NO,NO,NO,,,,83.6829
41907471,3695068,7,,,,,,18.75,NO,NO,NO,,9.408,,
41907472,3695073,13,,,,,,19.5,NO,NO,NO,,,,
41907473,3695078,26,,,22,,,19.5,NO,NO,NO,,11.3806,11.9027,
41907474,3695080,11,,,7,,,18.9,NO,NO,SI,SI,,,
41907475,3695082,,,,13,,,19.5,NO,NO,NO,,,24.5903,
41907476,3695088,6,,,,,,19.5,NO,NO,NO,,,,
41907477,3695107,4,,,,,,19.8,NO,NO,NO,,,,
41907478,3695108,18,,,,,,18.2,NO,NO,NO,,,,
41907479,3695111,,,,23,,,19.5,SI,NO,NO,,,38.0164,
41907480,3695112,,,,3,,,19.5,NO,NO,NO,,,,
41907481,3695113,11,,,,,,18.75,NO,NO,NO,,68.1481,,
41907482,3695117,,,,12,,,19.5,NO,NO,NO,,,10.2347,
41907483,3695143,100,,,,,,19.85,SI,SI,SI,SI,32.1484,34.5074,99.5249
41907484,3695144,6,,,9,,,18.9,NO,NO,NO,,7.9697,5.6481,
41907485,3695146,9,,,9,,,18.2,NO,NO,NO,,,,
41907486,3695147,12,,,,,,18.75,NO,NO,NO,,13.268,,
41907487,3695153,,,,14,,,18.75,NO,NO,SI,NO,,4.3722,
41907488,3695162,,,,17,,,19.5,SI,NO,NO,,,14.3829,
41907489,3695165,,,,24,,,18.75,NO,NO,NO,,,,
41907490,3695169,12,,,,,,18.9,NO,NO,NO,,,,
41907491,3695170,10,,,14,,,19.5,NO,NO,NO,,19.6804,,
41907492,3695185,,,,7,,,24.95,NO,NO,SI,NO,,6.456,
41907493,3695186,32,,,16,,,19.5,NO,NO,NO,,38.4301,,
41907494,3695200,32,,,,,,19.5,NO,SI,SI,SI,,,
41907495,3695201,1,,,5,,,19.5,NO,NO,NO,,,,
41907496,3695205,,,,,,,,NO,NO,NO,,,,
41907497,3695209,42,,,7,,,19.5,NO,NO,NO,,31.6778,39.669,
41907498,3695213,60,,,,,,18.2,SI,NO,NO,,77.8979,,
41907499,3695214,16,,,28,,,19.75,NO,NO,NO,,28.7919,29.4454,
41907500,3695217,28,,,,,,19.5,NO,NO,SI,SI,17.5425,,
41907501,3695222,12,,,,,,18.9,SI,NO,NO,,14.1918,,
41907502,3695241,15,,,,,,18.75,NO,NO,NO,,19.1805,,
41907503,3695243,12,,,,,,19.5,NO,NO,NO,,7.3006,,
41907504,3695244,,,,10,,,18.9,NO,NO,SI,SI,7.9751,,
41907505,3695266,12,,,,,,19.5,NO,NO,NO,,7.8762,,
41907506,3695271,12,,,,,,18.9,NO,NO,NO,,10.6469,,
41907507,3695276,22,,,,,,19.5,NO,NO,NO,,18.6282,,
41907508,3695289,15,,,,,,18.75,NO,NO,NO,,33.3747,,
41907509,3695295,12,,,,,,19.5,NO,NO,NO,,,,
41907510,3695309,14,,,,,,18.2,NO,NO,NO,,20.2305,,
41907511,3695324,12,,,,,,19.5,NO,NO,NO,,29.9917,,
41907512,3695326,27,,,,,,19.5,NO,NO,SI,SI,17.3088,,
41907513,3695328,,,,30,,,18.9,NO,NO,SI,SI,,22.2639,
41907514,3695344,,,,29,,,17.4,SI,SI,NO,,,10.5957,
41907515,3695353,19,,,,,,18.2,SI,NO,NO,,6.8687,5.4037,
41907516,3695356,17,,,17,,,19.75,SI,NO,SI,SI,13.2699,,
41907517,3695360,,,,12,,,18.75,NO,NO,NO,,,14.7091,
41907518,3695370,9,,,32,,,18.2,NO,NO,NO,,11.2282,26.7656,
41907519,3695377,,,,10,,,19.5,NO,NO,NO,,,,
41907520,3695385,50,,,,,,19.5,SI,NO,SI,SI,34.5271,,
41907521,3695396,,,,9,,,18.75,NO,NO,NO,,,,
41907522,3695398,,,,13,,,18.75,NO,NO,SI,SI,,27.4994,
41907523,3695400,15,,,10,,,20.5,NO,NO,SI,SI,15.1272,12.7521,
41907524,3695407,14,,,,,,19.5,NO,NO,NO,,9.3926,,
41907525,3695429,8,,,,,,19.5,NO,NO,NO,,14.7713,,
41907526,3695433,42,,,16,,,19.5,NO,NO,NO,,,,
41907527,3695438,7,,,9,,,18.75,NO,NO,SI,SI,8.33,9.5269,
41907528,3695440,30,,,22,,,18.75,NO,NO,NO,,30.9908,,
41907529,3695444,80,,,28,,,19.5,SI,SI,SI,SI,42.8424,88.7391,
41907530,3695445,78,,,,,,18.2,SI,SI,NO,,24.338,,100
41907531,3695446,65,,,,,,19.5,SI,NO,NO,,25.7866,,
41907532,3695451,84,,,117,,,19.5,NO,NO,NO,,,,
41907533,3695454,24,,,3,,,19.5,NO,NO,NO,,14.1132,,
41907534,3695463,,,,12,,,18.75,NO,NO,SI,SI,,,
41907535,3695467,5,,,,,,20.38,NO,NO,NO,,6.5145,,
41907536,3695469,17,,,,,,18.9,NO,NO,NO,,18.2928,,
41907537,3695479,,,,,,,,NO,NO,NO,,,,
41907538,3695492,8,,,,,,18.75,NO,NO,NO,,29.9112,,
41907539,3695495,46,,,,,,18.2,NO,SI,NO,,19.497,,
41907540,3695508,32,,,,,,19.5,SI,NO,NO,,20.8455,,
41907541,3695510,,,,23,,,19.74,NO,NO,NO,,,20.6019,
41907542,3695521,9,,,18,,,19.5,NO,NO,NO,,,,
41907543,3695525,5,,,,,,18.75,NO,NO,NO,,7.0793,,
41907544,3695528,,,,20,,,19.5,NO,NO,NO,,,11.1376,
41907545,3695538,15,,,,,,19.5,SI,NO,NO,,11.6945,,
41907546,3695540,22,,,,,,19.5,NO,NO,NO,,17.1491,,
41907547,3695541,,,,28,,,18.75,NO,NO,NO,,,24.3325,
41907548,3695542,22,,,16,,,19.5,NO,NO,NO,,,18.9233,
41907549,3695547,,,,10,,,19.5,NO,NO,NO,,,5.4252,
41907550,3695548,13,,,,,,18.75,NO,NO,NO,,21.6378,,
41907551,3695556,5,,,,,,18.75,NO,NO,NO,,,,
41907552,3695559,20,,,,,,19.5,NO,NO,SI,,,,
41907553,3695565,40,,,,,,18,NO,NO,SI,SI,22.6683,,
41907554,3695566,,,,10,,,18.75,NO,NO,SI,SI,11.7429,,
41907555,3695567,10,,,,,,10,NO,NO,,,,,
41907556,3695568,21,,,,,,19.5,NO,NO,NO,,,,
41907557,3695570,,,,29,,,18.75,NO,NO,SI,SI,,24.636,
41907558,3695571,10,,,,,,19.5,NO,NO,NO,,,,
41907559,3695577,,,,40,,,19.2,NO,NO,NO,,,,
41907560,3695611,32,,,9,,,18.9,NO,NO,SI,SI,,,
41907561,3695620,19,,,16,,,18.2,NO,NO,NO,,,5.245,
41907562,3695630,10,,,,,,18.2,NO,NO,NO,,14.6973,,
41907563,3695633,13,,,,,,18.75,NO,NO,NO,,14.3305,,
41907564,3695644,6,,,12,,,18.75,NO,NO,SI,SI,8.2706,,
41907565,3695645,24,,,44,,,19.5,NO,NO,NO,,57.6007,52.9378,
41907566,3695649,14,,,,,,19.5,NO,NO,SI,SI,75.2471,,
41907567,3695656,10,,,,,,18.2,NO,NO,NO,,42.1335,,
41907568,3695657,40,,,34,,,18.75,NO,NO,SI,SI,24.9451,19.3457,
41907569,3695659,,,,28,,,18.75,NO,NO,SI,SI,,13.9718,
41907570,3695660,10,,,,,,19.5,SI,NO,NO,,8.0348,,
41907571,3695693,11,,,12,,,19.5,SI,NO,NO,,5.7562,24.7975,
41907572,3695710,,,,18,,,19.5,NO,NO,SI,SI,,19.1109,
41907573,3695711,22,,,49,,,18.2,NO,NO,SI,NO,,25.8788,
41907574,3695713,13,,,9,,,19.5,SI,NO,NO,,,16.7185,
41907575,3695727,20,,,20,,,18.75,SI,NO,SI,SI,,9.4902,
41907576,3695735,,,,46,,,18.75,SI,NO,NO,,,22.9058,
41907577,3695757,,,,,,,18.2,NO,NO,NO,,,,
41907578,3695759,,,,24,,,18.75,SI,NO,SI,NO,,14.5633,
41907579,3695779,16,,,,,,19.5,NO,SI,SI,SI,,,
41907580,3695787,18,,,,,,19.5,SI,NO,NO,,17.3976,,
41907581,3695800,,,,12,,,18.75,NO,NO,SI,SI,,,
41907582,3695812,,,,20,,,19.5,NO,NO,SI,SI,,15.0434,
41907583,3695820,6,,,8,,,19.5,NO,NO,SI,SI,30.5825,52.8474,
41907584,3695825,,,,19,,,18.75,NO,NO,NO,,,34.7012,
41907585,3695828,30,,,,,,19.5,NO,SI,SI,SI,12.7354,,46.135
41907586,3695837,15,,,,,,19.5,NO,NO,NO,,12.6887,,
41907587,3695857,41,,,16,,,19.5,NO,NO,NO,,,,
41907588,3695858,48,,,5,,,19.5,NO,SI,SI,SI,51.1111,,
41907589,3695859,27,,,,,,19.5,NO,NO,SI,SI,32.49,,
41907590,3695861,,,,25,,,18.9,NO,NO,NO,,,,
41907591,3695867,,,,9,,,19.02,NO,NO,NO,,,6.4726,
41907592,3695881,14,,,,,,19.5,NO,NO,NO,,12.4739,,
41907593,3695885,,,,,,,18.75,NO,NO,NO,,,,
41907594,3695888,5,,,,,,18.75,NO,NO,NO,,6.8913,,
41907595,3695897,39,,,32,,,19.5,NO,NO,NO,,16.9628,19.4818,
41907596,3695907,8,,,,,,18.75,NO,NO,NO,,29.2254,,
41907597,3695908,40,,,,,,19.5,NO,NO,SI,SI,,,
41907598,3695909,29,,,21,,,19.5,NO,NO,NO,,33.0409,20.8928,
41907599,3695911,32,,,,,,19.5,NO,NO,NO,,,,
41907600,3695918,,,,,,,,SI,SI,NO,,,,
41907601,3695927,20,,,20,,,19.85,NO,NO,SI,SI,20.2789,17.5531,
41907602,3695933,29,,,30,,,18.2,NO,SI,NO,,17.9997,62.1652,
41907603,3695940,16,,,,,,19.5,NO,NO,SI,SI,21.7096,,
41907604,3695952,,,,10,,,18.75,NO,NO,NO,,,,
41907605,3695960,75,,,25,,,19.85,SI,SI,SI,SI,,15.337,99.1641
41907606,3695967,60,,,30,,,19.8,NO,SI,NO,,,,91.3108
41907607,3695973,,,,,,,18,NO,NO,NO,,,,
41907608,3695974,30,,,,,,18.2,SI,NO,NO,,32.5362,,
41907609,3695980,10,,,6,,,19.5,NO,NO,NO,,14.7985,15.0017,
41907610,3695987,,,,11,,,18.9,NO,NO,SI,SI,,9.073,
41907611,3696016,,,,22,,,19.5,NO,NO,NO,,,7.7672,
41907612,3696027,24,,,13,,,19.5,NO,NO,NO,,,,
41907613,3696037,50,,,,,,18.2,SI,NO,NO,,45.9487,,
41907614,3696038,33,,,,,,19.75,SI,NO,SI,NO,34.5429,,
41907615,3696046,,,,12,,,18.75,NO,NO,SI,SI,,8.8602,
41907616,3696054,40,,,,,,20.5,NO,SI,SI,SI,18.188,,
41907617,3696056,11,,,9,,,18.75,NO,SI,SI,SI,17.95,13.702,
41907618,3696059,16,,,12,,,18.75,SI,NO,SI,SI,9.4253,18.4289,
41907619,3696068,11,,,6,,,19.5,NO,NO,NO,,34.3668,9.8817,
41907620,3696083,5,,,8,,,18.9,NO,NO,NO,,,,
