IDCAPTURA,IDVISITA,FRENTES CORE SECO,FRENTES LIGHT SECO,FRENTES CARBONATADA SECO,FRENTES CORE FRIO,FRENTES LIGHT FRIO,FRENTES CARBONATADA FRIO,PRECIO CORE,MATERIAL POP,EXHIBICION ADICIONAL,PROMOCION,PROMOCION SEÑALIZADA,SOS SECO,SOS FRIO,SOS EXHIBICIONES ADICIONALES
41932056,4448669,8,,,20,,,19.5,SI,NO,NO,,21.3884,61.8215,
41932057,4448676,22,,,,,,18.75,NO,NO,NO,,,,
41932058,4448682,8,,,,,,21,NO,NO,NO,,,,
41932059,4448687,26,,,4,,,19.5,SI,SI,NO,,35.2782,85.9543,
41932060,4448691,6,,,,,,18.75,NO,NO,NO,,5.2932,,
41932061,4448699,,,,6,,,19.6,NO,NO,NO,,,3.413,
41932062,4448705,,,,38,,,15,SI,NO,NO,,,16.983,
41932063,4448713,32,,,,,,18.75,SI,NO,NO,,16.2451,,
41932064,4448714,26,,,8,,,19.75,SI,NO,SI,SI,20.9538,23.9408,
41932065,4448715,1,,,,,,18.75,NO,NO,NO,,,,
41932066,4448716,19,,,,,,18.75,SI,NO,NO,,28.1265,,
41932067,4448718,,,,27,,,18.75,NO,SI,NO,,,19.3934,
41932068,4448721,58,,,,,,15,NO,NO,NO,,29.0323,,
41932069,4448736,16,,,,,,19.9,NO,NO,NO,,9.1145,,
41932070,4448742,12,,,,,,18.75,SI,NO,NO,,,,
41932071,4448744,30,,,,,,18,NO,NO,NO,,,24.3196,
41932072,4448748,,,,,,,,NO,NO,NO,,,2.254,
41932073,4448755,30,,,,,,19.6,SI,NO,NO,,18.7773,,
41932074,4448771,,,,18,,,18.75,NO,NO,NO,,,7.0435,
41932075,4448772,100,,,,,,19.85,SI,SI,NO,,26.2586,,99.7539
41932076,4448783,,,,,,,,NO,NO,NO,,,,
41932077,4448793,27,,,8,,,19.5,NO,NO,NO,,14.3006,6.4359,
41932078,4448794,,,,23,,,20.8,NO,NO,NO,,,11.6842,
41932079,4448796,,,,14,,,19.6,NO,NO,NO,,,,
41932080,4448802,15,,,,,,19.5,NO,SI,SI,SI,7.2988,,10.5604
41932081,4448825,,,,,,,,NO,NO,NO,,,,
41932082,4448839,18,,,,,,18.75,NO,NO,NO,,21.6743,,
41932083,4448840,15,,,,,,19.63,SI,SI,NO,,,,
41932084,4448845,,,,,,,,NO,NO,NO,,,,
41932085,4448847,5,,,6,,,19.6,NO,NO,NO,,7.8302,4.9843,
41932086,4448849,,,,,,,,NO,NO,NO,,,,
41932087,4448852,,,,5,,,18.75,NO,NO,NO,,,,
41932088,4448861,240,,,30,,,19.5,SI,SI,NO,,48.8612,82.8642,99.8583
41932089,4448880,20,,,,,,19.5,SI,SI,NO,,,,
41932090,4448884,9,,,9,,,19.6,NO,NO,NO,,13.8236,29.2153,
41932091,4448894,15,,,,,,19.6,SI,NO,NO,,13.3514,,
41932092,4448908,,,,20,,,20.4,SI,NO,NO,,,18.9944,
41932093,4448911,,,,,,,,NO,,NO,,,,
41932094,4448917,30,,,28,,,18.75,NO,SI,NO,,25.819,,
41932095,4448928,36,,,,,,18.75,SI,NO,NO,,28.9169,,
41932096,4448935,6,,,,,,18.75,NO,NO,NO,,,,
41932097,4448938,6,,,,,,19.6,NO,NO,NO,,,,
41932098,4448940,8,,,,,,19.6,NO,NO,NO,,9.5747,,
41932099,4448959,,,,120,,,19.5,SI,SI,NO,,,27.5459,
41932100,4448969,,,,,,,,NO,NO,NO,,,,
41932101,4448970,14,,,39,,,18.75,NO,NO,NO,,17.0245,,
41932102,4448973,15,,,,,,19.6,,SI,NO,,8.3371,,
41932103,4448979,11,,,,,,20.49,NO,NO,NO,,7.118,,
41932104,4448999,,,,34,,,18.78,NO,NO,NO,,,20.0411,
41932105,4449002,88,,,,,,18.75,SI,SI,NO,,28.9512,,
41932106,4449009,30,,,,,,19.6,NO,NO,NO,,23.739,,
41932107,4449013,43,,,,,,18.75,SI,SI,NO,,23.0268,,98.7764
41932108,4449026,30,,,,,,19.5,NO,NO,NO,,19.3973,,
41932109,4449032,18,,,,,,19.5,SI,NO,NO,,13.5323,,
41932110,4449036,50,,,,,,22.1,SI,NO,NO,,25.5326,,
41932111,4449043,11,,,,,,21.2,NO,NO,NO,,22.802,,
41932112,4449050,,,,17,,,21.1,SI,NO,NO,,,12.486,
41932113,4449062,,,,33,,,18.75,NO,NO,NO,,,20.9074,
41932114,4449064,,,,11,,,18.75,SI,NO,NO,,,8.1247,
41932115,4449091,,,,12,,,18.75,SI,NO,NO,,,9.1335,
41932116,4449104,31,,,,,,18.75,SI,,NO,,41.2961,,
41932117,4449117,17,,,20,,,18.75,SI,SI,NO,,,18.205,
41932118,4449127,,,,20,,,18.75,NO,NO,NO,,,10.3247,
41932119,4449130,,,,,,,,NO,NO,NO,,7.5529,,
41932120,4449153,15,,,,,,19.6,NO,NO,NO,,11.576,,
41932121,4449158,,,,17,,,21.1,SI,NO,NO,,,11.3227,
41932122,4449162,,,,,,,,NO,NO,NO,,8.9985,,
41932123,4449184,,,,,,,15,NO,NO,NO,,,,
41932124,4449208,35,,,,,,19.5,SI,SI,NO,,,,
41932125,4449214,14,,,,,,19.5,NO,NO,NO,,9.1126,,
41932126,4449215,12,,,,,,18.75,NO,NO,NO,,8.5353,,
41932127,4449222,4,,,,,,20.49,NO,NO,NO,,5.9271,,
41932128,4449228,60,,,,,,18.75,SI,NO,NO,,34.4891,,
41932129,4449253,20,,,,,,19.5,NO,NO,SI,SI,9.6913,,
41932130,4449254,12,,,,,,19.6,NO,NO,NO,,,,
41932131,4449256,12,,,12,,,19.6,NO,NO,NO,,,7.1539,
41932132,4449264,,,,30,,,18.75,SI,NO,NO,,,13.2261,
41932133,4449268,16,,,20,,,19.6,NO,NO,NO,,,,
41932134,4449313,17,,,7,,,19.6,NO,NO,NO,,11.2048,,
41932135,4449314,7,,,13,,,18.75,NO,NO,NO,,7.4155,7.6113,
41932136,4449372,10,,,15,,,18.75,SI,NO,NO,,10.161,10.667,
41932137,4449382,,,,26,,,18.75,SI,NO,NO,,,11.2118,
41932138,4449387,20,,,26,,,19.5,SI,SI,NO,,,,
41932139,4449394,,,,1,,,18.75,NO,NO,NO,,,6.7515,
41932140,4449404,13,,,5,,,19.5,NO,NO,SI,SI,4.8108,2.7239,
41932141,4449411,20,,,30,,,19.6,SI,NO,NO,,9.2873,,
41932142,4449421,,,,1,,,18.75,NO,SI,NO,,,,
41932143,4449422,,,,31,,,18.75,SI,NO,NO,,,23.3388,
41932144,4449424,30,,,,,,19.6,NO,NO,NO,,18.0489,,
41932145,4449427,29,,,16,,,18.75,NO,SI,SI,SI,29.548,51.0724,
41932146,4449429,10,,,,,,18.75,NO,NO,NO,,6.8046,,
41932147,4449432,,,,10,,,18.75,NO,NO,NO,,,,
41932148,4449433,45,,,15,,,18.75,NO,SI,NO,,21.2675,25.6775,
41932149,4449434,15,,,,,,19.5,NO,SI,NO,,12.8223,,5.7559
41932150,4449441,53,,,18,,,18.75,SI,NO,NO,,29.7706,26.1208,
41932151,4449456,70,,,70,,,18.75,SI,SI,NO,,12.0086,11.1386,
41932152,4449479,,,,,,,,NO,NO,NO,,,,
41932153,4449487,15,,,,,,19.5,NO,SI,SI,SI,7.5011,,23.7338
41932154,4449490,1,,,,,,18.75,NO,NO,NO,,3.0837,,
41932155,4449497,40,,,,,,19.5,SI,NO,NO,,,,
41932156,4449505,13,,,,,,18.75,NO,NO,NO,,7.1386,14.3746,
41932157,4449509,14,,,19,,,19.5,SI,SI,NO,,10.8892,,
41932158,4449513,15,,,6,,,21.2,NO,NO,NO,,17.917,,
41932159,4449529,17,,,,,,18.75,NO,NO,NO,,21.4021,,
41932160,4449534,6,,,14,,,18.75,NO,NO,NO,,4.7413,5.6921,
41932161,4449536,12,,,,,,18.75,SI,NO,NO,,6.5658,,
41932162,4449540,33,,,8,,,19.5,NO,NO,NO,,,,
41932163,4449549,35,,,,,,19.5,NO,NO,NO,,13.4552,,
41932164,4449557,5,,,12,,,19.6,SI,SI,NO,,,,
41932165,4449565,30,,,37,,,18.75,SI,SI,NO,,,17.7393,
41932166,4449566,27,,,,,,20.49,NO,NO,NO,,18.4999,,
41932167,4449571,10,,,18,,,19.6,SI,NO,NO,,,,
41932168,4449587,9,,,,,,18.75,NO,NO,NO,,9.434,,
41932169,4449593,40,,,,,,19.9,NO,NO,NO,,,,
41932170,4449595,14,,,,,,18.75,NO,NO,NO,,,,
41932171,4449598,30,,,18,,,18.75,NO,NO,NO,,21.1895,26.1417,
41932172,4449601,21,,,35,,,18.75,NO,SI,NO,,27.308,21.1189,
41932173,4449604,,,,19,,,18.75,NO,SI,NO,,16.8634,15.3359,
41932174,4449609,60,,,,,,18.75,SI,NO,NO,,27.927,,
41932175,4449616,10,,,,,,19.5,NO,SI,SI,SI,20.0627,,
41932176,4449619,30,,,,,,19.85,NO,NO,NO,,31.0068,,
41932177,4449630,18,,,,,,19.5,NO,NO,NO,,9.0431,,
41932178,4449639,11,,,20,,,18.75,SI,,,,9.9526,33.2451,
41932179,4449641,19,,,9,,,18.75,SI,NO,NO,,12.5475,9.4136,
41932180,4449653,18,,,7,,,19.5,NO,NO,NO,,17.0386,17.5508,
41932181,4449657,25,,,,,,19.5,NO,NO,SI,SI,6.9956,,
41932182,4449664,176,,,,,,18.75,NO,NO,NO,,,,
41932183,4449668,10,,,,,,18.75,SI,NO,NO,,7.2505,,
41932184,4449669,18,,,,,,19.5,NO,NO,NO,,,,
41932185,4449670,8,,,,,,19,NO,SI,NO,,,,
41932186,4449679,,,,40,,,18.75,NO,NO,NO,,,23.8303,
41932187,4449683,9,,,,,,20.38,NO,NO,NO,,,,
41932188,4449689,10,,,,,,19,NO,NO,NO,,,,
41932189,4449697,38,,,,,,19.5,SI,SI,NO,,21.6387,,
41932190,4449703,60,,,100,,,18.75,SI,SI,NO,,17.5785,,
41932191,4449710,,,,9,,,19.6,NO,NO,NO,,10.3262,,
41932192,4449718,22,,,,,,19.6,NO,NO,NO,,13.6949,,
41932193,4449728,,,,14,,,19.6,SI,NO,NO,,,3.2549,
41932194,4449737,23,,,12,,,18.75,SI,NO,NO,,13.1772,,
41932195,4449739,31,,,16,,,18.75,NO,NO,NO,,10.4887,,
41932196,4449746,8,,,,,,19.6,NO,NO,NO,,9.4553,,
41932197,4449756,30,,,,,,19.9,NO,NO,NO,,,,
41932198,4449769,17,,,1,,,18.75,NO,NO,NO,,,,
41932199,4449770,24,,,8,,,19.6,NO,NO,NO,,,,
41932200,4449772,5,,,,,,18.75,NO,NO,NO,,,,
41932201,4449780,37,,,12,,,19.6,SI,NO,NO,,,,
41932202,4449787,12,,,,,,20.49,NO,NO,NO,,,,
41932203,4449798,,,,,,,,NO,NO,NO,,,,
41932204,4449805,10,,,16,,,19,NO,,NO,,,,
41932205,4449808,,,,,,,,NO,NO,NO,,,,
41932206,4449812,,,,,,,,NO,NO,NO,,,,
41932207,4449828,,,,,,,,NO,NO,NO,,10.594,,
41932208,4449835,,,,28,,,18.75,NO,SI,NO,,,,
41932209,4449849,18,,,,,,19,NO,NO,NO,,,,
41932210,4449858,,,,14,,,19.6,NO,NO,NO,,,,
41932211,4449862,,,,16,,,19.6,NO,NO,NO,,,,
41932212,4449909,6,,,6,,,19.6,NO,SI,NO,,,,
41932213,4449919,11,,,,,,19.9,NO,NO,NO,,,,
41932214,4449926,,,,22,,,19.85,NO,NO,NO,,,,
41932215,4449932,26,,,46,,,18.75,NO,NO,NO,,,,
41932216,4449944,,,,5,,,18.75,NO,NO,NO,,,,
41932217,4449949,10,,,,,,19.5,NO,NO,NO,,,,
41932218,4449960,11,,,,,,18.75,NO,NO,NO,,6.5912,,
41932219,4449966,13,,,,,,19.5,NO,NO,SI,SI,10.0551,,
41932220,4449988,27,,,23,,,18.75,NO,SI,NO,,19.8643,26.4397,
41932221,4449990,,,,15,,,19.6,NO,NO,NO,,,,
41932222,4450021,40,,,45,,,18.75,NO,NO,NO,,13.1222,23.5953,
41932223,4450023,16,,,,,,19.5,SI,SI,NO,,,,
41932224,4450029,,,,40,,,18.75,SI,NO,NO,,,32.2008,
41932225,4450037,11,,,10,,,20.4,NO,NO,NO,,6.8481,6.821,
41932226,4450071,15,,,,,,19.5,NO,SI,SI,SI,7.2478,,45.3873
41932227,4450075,,,,14,,,18.75,NO,NO,NO,,,,
41932228,4450088,18,,,19,,,18.75,SI,SI,NO,,18.4524,21.8891,82.6643
41932229,4450089,,,,,,,,NO,NO,NO,,,,
41932230,4450105,31,,,12,,,21.1,SI,NO,NO,,20.4349,20.4608,
41932231,4450112,21,,,8,,,21.2,NO,SI,NO,,18.1247,18.753,
41932232,4450134,6,,,49,,,18.75,NO,NO,NO,,,,
41932233,4450141,20,,,30,,,19.6,SI,NO,NO,,7.5569,,
41932234,4450143,13,,,9,,,19.6,NO,NO,NO,,5.2937,8.2589,
41932235,4450159,16,,,20,,,18.75,SI,SI,NO,,,18.597,97.2222
41932236,4450161,47,,,,,,21.5,SI,SI,SI,SI,23.9926,,
41932237,4450173,53,,,18,,,18.75,SI,NO,NO,,31.6716,27.4722,
41932238,4450186,20,,,,,,20.49,NO,NO,NO,,15.1807,,
41932239,4450188,15,,,26,,,19.6,SI,NO,NO,,5.404,,
41932240,4450198,15,,,,,,19.5,NO,SI,SI,SI,5.4939,,33.2352
41932241,4450200,20,,,,,,20.4,NO,NO,NO,,10.2578,,
41932242,4450216,,,,,,,,NO,NO,NO,,,,
41932243,4450224,13,,,5,,,19.5,NO,NO,SI,SI,8.1263,4.0918,
41932244,4450226,40,,,,,,18.75,NO,NO,NO,,,,
41932245,4450231,66,,,193,,,19.5,NO,NO,NO,,,,
41932246,4450233,40,,,,,,18.75,NO,NO,NO,,,,
41932247,4450235,,,,18,,,18.75,NO,NO,NO,,,9.633,
41932248,4450236,35,,,,,,19.5,NO,SI,NO,,13.3618,,
41932249,4450237,,,,,,,,NO,NO,NO,,,,
41932250,4450238,,,,16,,,18.75,NO,NO,NO,,,,
41932251,4450241,,,,75,,,19.5,NO,NO,NO,,,31.0974,
41932252,4450242,8,,,,,,18.78,SI,NO,NO,,4.9907,,
41932253,4450251,,,,7,,,19.6,NO,NO,NO,,,6.6523,
41932254,4450256,18,,,,,,19.5,NO,NO,SI,SI,8.2967,,
41932255,4450258,5,,,10,,,19.6,NO,SI,NO,,3.8055,4.3081,
41932256,4450260,,,,18,,,18.75,NO,NO,NO,,,24.1552,
41932257,4450261,24,,,,,,19.85,NO,NO,NO,,20.1132,,
41932258,4450264,18,,,,,,18.75,NO,NO,NO,,19.0326,,
41932259,4450271,17,,,7,,,18.75,NO,SI,NO,,14.9256,7.1833,
41932260,4450282,59,,,,,,19.5,NO,NO,NO,,43.3167,,
41932261,4450284,21,,,32,,,19.6,NO,NO,NO,,,,
41932262,4450286,45,,,,,,18.75,NO,NO,NO,,,,
41932263,4450289,30,,,37,,,18.75,SI,SI,NO,,,16.6818,
41932264,4450292,14,,,,,,18.75,NO,NO,NO,,14.9254,,
41932265,4450293,7,,,13,,,18.75,NO,NO,NO,,7.4085,8.9356,
41932266,4450297,25,,,,,,19.5,NO,NO,NO,,14.2339,,
41932267,4450300,75,,,21,,,19.9,NO,NO,NO,,,,
41932268,4450318,18,,,3,,,19.5,NO,SI,NO,,26.3311,,
41932269,4450329,21,,,5,,,15,NO,SI,SI,SI,,3.3867,7.4871
41932270,4450332,30,,,20,,,18.75,NO,SI,NO,,21.9716,46.2311,
41932271,4450338,10,,,,,,18.75,NO,NO,,,,,
41932272,4450339,10,,,,,,18.75,NO,,,,,,
41932273,4450346,,,,50,,,20.3,NO,NO,NO,,,21.4363,
41932274,4450352,24,,,16,,,18.75,NO,NO,NO,,18.3446,,
41932275,4450357,50,,,,,,19.6,NO,NO,NO,,28.8908,,
41932276,4450363,8,,,,,,19.6,SI,NO,NO,,6.5963,,
41932277,4450384,,,,12,,,18.75,SI,NO,NO,,,8.9699,
41932278,4450386,37,,,,,,19.5,NO,NO,NO,,,,
41932279,4450398,55,,,30,,,18.75,SI,SI,NO,,53.7559,,98.1291
41932280,4450401,24,,,15,,,18.75,NO,NO,NO,,10.8271,,
41932281,4450408,34,,,16,,,18.75,SI,NO,NO,,18.1458,15.4824,
41932282,4450417,,,,48,,,19.6,NO,NO,NO,,,20.0442,
41932283,4450423,20,,,,,,19.6,NO,NO,NO,,14.0859,,
41932284,4450431,,,,10,,,19.6,SI,NO,NO,,,4.2456,
41932285,4450438,10,,,,,,19.6,NO,NO,NO,,,,
41932286,4450439,20,,,20,,,20.8,NO,NO,SI,SI,11.7755,9.103,
41932287,4450449,20,,,,,,19.8,NO,NO,NO,,14.2652,,
41932288,4450456,,,,16,,,19.9,NO,NO,NO,,,16.4579,
41932289,4450461,20,,,9,,,19.5,NO,SI,NO,,24.4697,,
41932290,4450468,9,,,,,,19.5,NO,SI,SI,SI,13.3363,,
41932291,4450470,1,,,,,,19.5,NO,NO,NO,,11.5748,,
41932292,4450479,14,,,,,,19.5,NO,SI,NO,,4.7578,,
41932293,4450485,,,,,,,,,,,,19.9663,,
41932294,4450492,,,,26,,,19.6,NO,NO,NO,,,96.888,
41932295,4450495,60,,,70,,,18.75,SI,NO,NO,,11.3603,97.6773,
41932296,4450497,12,,,,,,18.75,NO,NO,NO,,,,
41932297,4450505,20,,,,,,19.5,NO,NO,SI,SI,9.5944,,
41932298,4450511,,,,17,,,18.75,NO,NO,NO,,,12.0363,
41932299,4450517,,,,38,,,15,SI,NO,NO,,,16.2483,
41932300,4450525,13,,,10,,,20.4,SI,SI,NO,,,7.1133,29.4369
41932301,4450526,11,,,,,,19.6,NO,NO,NO,,13.6752,,
41932302,4450535,19,,,16,,,20.4,NO,NO,NO,,12.6309,9.4063,
41932303,4450559,2,,,38,,,18.75,NO,NO,NO,,,,
41932304,4450566,38,,,,,,19.9,NO,NO,NO,,29.3792,,
41932305,4450568,1,,,1,,,18.75,NO,NO,NO,,,,
41932306,4450583,26,,,23,,,19.85,SI,NO,NO,,29.1832,19.6278,
41932307,4450598,,,,19,,,18.75,SI,NO,NO,,,11.9717,
41932308,4450609,16,,,2,,,19.5,NO,NO,SI,SI,8.1569,4.4087,
41932309,4450622,45,,,26,,,19.5,SI,SI,NO,,53.5359,,99.7383
41932310,4450625,15,,,,,,20.2,NO,NO,NO,,,,
41932311,4450628,,,,,,,,NO,NO,NO,,,6.7884,
41932312,4450630,14,,,32,,,18.75,NO,NO,NO,,17.4414,78.5118,
41932313,4450639,46,,,,,,20.49,NO,NO,NO,,20.1873,,
41932314,4450640,,,,30,,,18.75,NO,SI,NO,,,33.3839,
41932315,4450644,,,,50,,,18.75,NO,NO,NO,,,29.1925,
41932316,4450650,30,,,12,,,19.5,NO,SI,NO,,,5.4801,10.4558
41932317,4450674,,,,12,,,19.6,NO,NO,NO,,,13.8962,
41932318,4450685,4,,,,,,19.6,SI,NO,NO,,8.5381,,
41932319,4450701,207,,,144,,,18.75,NO,NO,NO,,,,
41932320,4450702,19,,,,,,19.6,NO,NO,NO,,,,
41932321,4450706,7,,,9,,,19.6,NO,NO,NO,,11.2191,12.8982,
41932322,4450722,,,,,,,,NO,NO,NO,,,,
41932323,4450733,,,,,,,,NO,NO,NO,,,,
41932324,4450741,,,,120,,,20.3,SI,SI,NO,,,20.643,
41932325,4450747,28,,,16,,,18.1,NO,NO,NO,,,,
41932326,4450749,,,,10,,,18.75,SI,NO,NO,,,7.3823,
41932327,4450750,30,,,40,,,18.75,SI,,NO,,15.1214,25.7134,
41932328,4450755,14,,,,,,18.75,SI,NO,NO,,22.1698,,
41932329,4450757,1,,,,,,18.75,NO,NO,NO,,6.6911,,
41932330,4450763,24,,,,,,20.49,NO,NO,NO,,18.544,,
41932331,4450766,,,,21,,,20.2,NO,NO,NO,,,20.2287,
41932332,4450773,,,,15,,,18.75,NO,NO,NO,,,13.0435,
41932333,4450774,333,,,28,,,18.75,NO,SI,NO,,28.2291,25.6877,
41932334,4450779,22,,,50,,,18.75,NO,NO,NO,,8.2114,,
41932335,4450781,,,,,,,,NO,NO,NO,,,,
41932336,4450784,,,,26,,,18.75,SI,NO,NO,,,9.4462,
41932337,4450790,20,,,50,,,18.75,NO,,,,14.8375,,
41932338,4450791,10,,,,,,19.5,SI,SI,NO,,,,
41932339,4450793,,,,26,,,18.75,NO,NO,NO,,,,
41932340,4450794,,,,11,,,21.1,SI,SI,NO,,,13.4934,
41932341,4450805,10,,,10,,,18.75,NO,NO,NO,,4.5072,6.1666,
41932342,4450809,,,,18,,,19.6,NO,NO,NO,,,,
41932343,4450817,20,,,,,,19.5,NO,NO,SI,SI,11.3965,,
41932344,4450841,26,,,,,,18.75,SI,NO,NO,,23.3758,,
41932345,4450849,36,,,,,,18.75,SI,NO,NO,,14.8319,,
41932346,4450865,40,,,,,,19.5,NO,NO,,,,,
41932347,4450867,,,,40,,,19.5,NO,,,,,,
41932348,4450872,18,,,8,,,18.75,SI,NO,NO,,,,
41932349,4450901,,,,,,,,NO,NO,NO,,,,
41932350,4450904,,,,,,,,NO,NO,NO,,,,
41932351,4450909,10,,,15,,,19,SI,NO,NO,,,,
41932352,4450910,20,,,,,,19,SI,NO,NO,,,,
41932353,4450911,8,,,,,,20,NO,NO,NO,,,,
41932354,4450923,21,,,,,,19.5,SI,SI,NO,,33.7598,,
41932355,4450932,,,,,,,,NO,NO,NO,,,11.8455,
41932356,4450937,20,,,,,,20.49,NO,NO,NO,,11.9479,,
41932357,4450941,,,,,,,,NO,NO,NO,,,,
41932358,4450950,59,,,,,,18.75,SI,SI,NO,,31.8611,,
41932359,4450989,6,,,,,,19.5,NO,NO,NO,,5.3734,,
41932360,4450993,,,,30,,,18.75,SI,NO,NO,,,13.2214,
41932361,4450994,11,,,30,,,19.6,NO,NO,NO,,,13.5742,
41932362,4451014,42,,,,,,18.75,SI,NO,SI,SI,23.1193,,
41932363,4451019,1,,,2,,,18.75,NO,NO,NO,,,,
41932364,4451024,11,,,,,,19.6,NO,,NO,,7.717,,
41932365,4451043,,,,11,,,18.75,NO,NO,NO,,,5.949,
41932366,4451050,,,,14,,,19.6,NO,NO,NO,,,5.8088,
41932367,4451055,5,,,,,,18.75,NO,NO,NO,,8.8183,,
41932368,4451065,,,,12,,,18.75,NO,NO,NO,,5.3289,,
41932369,4451071,14,,,15,,,18.75,NO,NO,NO,,,,
41932370,4451107,17,,,7,,,19.6,NO,NO,NO,,16.3873,3.7689,
41932371,4451108,32,,,,,,20.49,NO,NO,NO,,14.6811,,
41932372,4451110,16,,,,,,19.5,NO,NO,NO,,6.7632,,
41932373,4451112,26,,,,,,19.5,SI,SI,NO,,13.8911,,91.5334
41932374,4451114,23,,,,,,19.9,SI,NO,NO,,18.1142,,
41932375,4451115,,,,7,,,18.75,NO,NO,NO,,,12.0601,
41932376,4451116,50,,,80,,,18.75,SI,NO,NO,,13.2829,29.5931,
41932377,4451121,2,,,,,,19.5,NO,NO,NO,,,,
41932378,4451128,50,,,7,,,18.75,SI,SI,NO,,30.3994,,97.2741
41932379,4451129,,,,29,,,20.2,,NO,NO,,,59.9002,
41932380,4451134,,,,12,,,18.75,NO,NO,NO,,4.9032,20.6105,
41932381,4451147,12,,,,,,20.49,NO,NO,NO,,13.8492,,
41932382,4451148,9,,,,,,20.49,NO,NO,NO,,13.5493,,
41932383,4451173,14,,,,,,18.45,NO,NO,NO,,7.7041,,
41932384,4451181,,,,1,,,18.75,NO,NO,NO,,,5.1375,
41932385,4451188,14,,,,,,19.5,NO,NO,SI,SI,8.2704,,
41932386,4451190,8,,,6,,,19.6,NO,NO,NO,,8.7952,4.8587,
41932387,4451193,12,,,,,,19.6,NO,NO,NO,,,,
41932388,4451209,23,,,,,,21.5,NO,NO,NO,,12.6247,,
41932389,4451212,19,,,,,,18.75,SI,NO,NO,,37.0242,,
41932390,4451221,13,,,11,,,19.9,NO,NO,NO,,30.2011,6.6183,
41932391,4451231,3,,,,,,19.5,NO,SI,SI,SI,11.1576,,4.5483
41932392,4451237,21,,,10,,,20.5,SI,NO,NO,,10.9321,12.9211,
41932393,4451239,44,,,,,,18.75,SI,NO,NO,,27.3221,,
41932394,4451240,1,,,2,,,18.75,NO,NO,NO,,,,
41932395,4451245,20,,,,,,19.9,NO,NO,NO,,12.162,,
41932396,4451246,,,,1,,,18.75,NO,SI,NO,,85.7538,,
41932397,4451248,27,,,,,,19.6,NO,NO,NO,,15.0453,,
41932398,4451250,8,,,,,,19.6,NO,NO,NO,,9.6234,,
41932399,4451252,9,,,,,,19.6,NO,NO,NO,,,,
41932400,4451263,58,,,,,,19.6,NO,NO,NO,,20.9124,,
41932401,4451267,12,,,,,,18.95,NO,NO,NO,,19.4709,,
41932402,4451271,5,,,,,,19.6,,NO,NO,,,,
41932403,4451275,,,,,,,,NO,NO,NO,,,,
41932404,4451278,,,,25,,,19.6,SI,SI,NO,,,9.6645,
41932405,4451283,,,,9,,,19.6,NO,NO,NO,,,5.8778,
41932406,4451293,,,,12,,,19.6,NO,NO,NO,,,6.5253,
41932407,4451302,18,,,,,,18.75,NO,NO,NO,,18.92,,
41932408,4451317,,,,17,,,18.75,NO,NO,NO,,,34.9826,
41932409,4451324,8,,,20,,,19.5,SI,NO,NO,,17.8941,61.3767,
41932410,4451334,,,,14,,,19.6,NO,NO,NO,,,8.6877,
41932411,4451337,1,,,1,,,19.5,NO,NO,NO,,,,
41932412,4451344,,,,,,,,NO,NO,NO,,,,
41932413,4451347,,,,,,,,NO,NO,SI,SI,9.9816,,
41932414,4451351,12,,,,,,18.75,SI,NO,NO,,16.5905,,
41932415,4451355,16,,,13,,,18.45,NO,NO,NO,,7.1372,6.8205,
41932416,4451362,12,,,,,,18.75,SI,NO,NO,,11.038,,
41932417,4451364,1,,,,,,18.75,NO,NO,NO,,,,
41932418,4451369,5,,,,,,18.75,NO,NO,NO,,3.9896,,
41932419,4451371,4,,,,,,19.6,NO,NO,NO,,4.1521,,
41932420,4451376,13,,,7,,,18.75,NO,NO,SI,SI,7.5072,12.4974,
41932421,4451379,12,,,12,,,20.4,SI,NO,NO,,14.9898,,
41932422,4451402,60,,,,,,19.5,NO,NO,NO,,,,
41932423,4451406,,,,11,,,19.6,NO,NO,NO,,,7.097,
41932424,4451412,,,,15,,,19.6,NO,NO,NO,,,12.4525,
41932425,4451418,6,,,15,,,18.75,NO,NO,NO,,,,
41932426,4451421,120,,,80,,,18.75,SI,NO,NO,,33.1208,24.1411,
41932427,4451429,11,,,,,,19.6,NO,NO,NO,,,,
41932428,4451436,54,,,,,,15,NO,NO,NO,,24.6622,,
41932429,4451439,,,,35,,,18.75,NO,NO,NO,,,18.9765,
41932430,4451443,12,,,,,,18.75,NO,NO,NO,,10.3546,,
41932431,4451451,1,,,,,,18.75,NO,NO,NO,,,,
41932432,4451453,21,,,,,,22.1,NO,NO,NO,,10.5072,21.3415,
41932433,4451454,14,,,,,,20.49,NO,NO,NO,,,,
41932434,4451466,,,,13,,,19.6,NO,NO,NO,,,7.7944,
41932435,4451475,100,,,100,,,18.75,SI,NO,NO,,49.7118,,
41932436,4451492,,,,24,,,19.9,NO,NO,NO,,,15.0015,
41932437,4451494,,,,,,,,NO,NO,NO,,,,
41932438,4451497,30,,,,,,18.75,NO,NO,NO,,38.7353,,
41932439,4451509,,,,6,,,19.5,NO,NO,NO,,,,
41932440,4451511,,,,38,,,18.75,NO,NO,NO,,,,
41932441,4451512,8,,,,,,19.5,NO,NO,SI,SI,6.8649,,
41932442,4451513,,,,,,,,NO,NO,NO,,,5.3032,
41932443,4451520,20,,,,,,19.5,NO,,,,,,
41932444,4451521,13,,,,,,19.6,SI,NO,NO,,14.4701,,
