IDTIENDA,SEGMENTO,SUBSEGMENTO,GRUPO,CADENA,IDTIENDACADENA,NOMBRE,FORMATO,CLASIFICACION,CIUDAD,ESTADO,AREA NIELSEN,REGION
15020,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,14,14 HIDALGO,CALIMAX,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
15021,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,15,15 FUNDADORES,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15022,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,527,527 SAN FELIPE,CALIMAX,AA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
15023,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,16,16 HIPODROMO,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15024,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,528,528 AMERICAS,CALIMAX,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
15025,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,17,17 MATAMOROS,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15026,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,529,529 HIDALGO MEXICALI,CALIMAX,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
15027,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,18,18 CONSTITUCION,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15028,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,530,530 LAZARO CARDENAS ESTE,CALIMAX,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
15029,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,20,20 SANCHEZ TABOADA,CALIMAX,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
15030,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,21,21 FLORIDO,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15031,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,533,533 INDEPENDENCIA,CALIMAX,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
15032,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,22,22 PLAYAS,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15033,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,23,23 ALTA BRISA,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15034,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,24,24 VILLAFONTANA,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15035,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,25,25 VILLAFLORESTA,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15036,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,27,27 LOMAS,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15037,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,28,28 NUEVO OTAY,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15038,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,32,32 DELEGACION,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15039,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,33,33 REFORMA,CALIMAX,A,SIN ASIGNAR,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15040,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,35,35 SANTA FE,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15041,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,37,37 LOMA BONITA,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15042,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,38,38 DORADO,CALIMAX,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
15043,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,39,39 LAUREL,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15044,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,40,40 DEL BOSQUE,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15045,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,42,42 ROSARITO NORTE,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15046,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,43,43 NUEVO ABEJA,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15047,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,44,44 REFUGIO,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15048,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,46,46 MONTE SAN ANTONIO,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15049,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,47,47 VILLAS DEL CAMPO,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15050,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,48,48 CAPISTRANO,CALIMAX,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
15051,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,50,50 LAS TORRES,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15052,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,51,51 MONTESINOS,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15053,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,52,52 VILLA DEL PRADO1,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15054,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,53,53 VILLAS DEL PRADO 2,CALIMAX,A,SIN ASIGNAR,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15055,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,54,54 PACIFICO,CALIMAX,A,SIN ASIGNAR,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15056,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,55,55 ROMA,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15057,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,56,56 TERRAZAS,CALIMAX,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
15058,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,57,57 DELICIAS,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15059,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,58,58 LAUREL II,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15060,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,59,59 LA GLORIA,CALIMAX,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
15061,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,61,61 DIAZ ORDAZ,CALIMAX,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
15062,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,62,62 TERRAZAS DEL VALLE,CALIMAX,A,SIN ASIGNAR,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15063,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,63,63 LA VILLA,CALIMAX,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
15064,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,64,64 EL NINO,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15065,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,65,65 PUERTO NUEVO,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15066,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,611,611 PLAZA FIESTA,CALIMAX,A,SIN ASIGNAR,SONORA,AREA 1,AREA I  PACIFICO
15067,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,101,101 ALAMAR,CALIMAX,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
15068,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,102,102 LIBERTAD,CALIMAX,A,SIN ASIGNAR,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15069,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,103,103 MURUA,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15070,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,104,104 JIBARITO,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15071,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,105,105 LAS FUENTES,CALIMAX,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
15072,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,617,617 CALLE 27,CALIMAX,A,SIN ASIGNAR,SONORA,AREA 1,AREA I  PACIFICO
15073,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,106,106 RIBERAS DEL BOSQUE,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15074,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,618,618 HERRADURA,CALIMAX,A,SIN ASIGNAR,SONORA,AREA 1,AREA I  PACIFICO
15075,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,129,129 NATURA,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15076,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,133,133 APRECIO ROSARITO,CALIMAX,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
15077,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,704,704 VALLE VERDE,CALIMAX,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
15078,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,707,707 CORTEZ,CALIMAX,AA,ENSENADA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15079,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,708,708 VALLE DORADO,CALIMAX,A,SIN ASIGNAR,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15080,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,709,709 ESMERALDA,CALIMAX,A,SIN ASIGNAR,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15081,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,710,710 CHAPULTEPEC,CALIMAX,A,SIN ASIGNAR,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15082,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,711,711 LA PRESA,CALIMAX,A,SIN ASIGNAR,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15083,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,712,712 MANEADERO,CALIMAX,AA,ENSENADA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15084,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,713,713 VILLAS DEL PRADO,CALIMAX,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15085,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,714,714 VILLAS DEL REAL,CALIMAX,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
15086,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,715,715 NUEVO REFORMA,CALIMAX,A,SIN ASIGNAR,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15087,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,716,716 CASTILLO,CALIMAX,A,SIN ASIGNAR,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15088,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,717,717 SAUZAL,CALIMAX,A,SIN ASIGNAR,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15089,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,718,718 GASTELUM II,CALIMAX,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
15090,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,720,720 VICENTE GUERRERO,CALIMAX,AA,ENSENADA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15091,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,721,721 CHAPULTEPEC II,CALIMAX,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
15092,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,722,722 SAN QUINTIN,CALIMAX,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
15093,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,503,503 SANTA BARBARA,CALIMAX,A,SIN ASIGNAR,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15094,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,531,531 XOCHIMILCO SUR,CALIMAX,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
15095,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,532,532 ANGELES DE PUEBLA,CALIMAX,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
15096,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,41,41 LOS OLIVOS,CALIMAX,AA,TECATE,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15097,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,502,502 XOCHIMILCO,CALIMAX,A,SIN ASIGNAR,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15098,AUTOSERVICIOS,CADENAS REGIONALES,CALIMAX,CALIMAX,73,73 CD SECOS,CALIMAX,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
15099,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1002,AUTOSERVICIO LEY RUBI,CASA LEY,AA,CULIACAN,SINALOA,AREA 1,AREA I  PACIFICO
15100,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1003,LEY PLAZA CULIACAN,CASA LEY,AA,CULIACAN,SINALOA,AREA 1,AREA I  PACIFICO
15101,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1004,PLAZA LEY DEL RIO,CASA LEY,AA,CULIACAN,SINALOA,AREA 1,AREA I  PACIFICO
15102,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1016,LEY PLAZA FIESTA,CASA LEY,AA,CULIACAN,SINALOA,AREA 1,AREA I  PACIFICO
15103,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1048,LEY DEL VALLE,CASA LEY,AA,CULIACAN,SINALOA,AREA 1,AREA I  PACIFICO
15104,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1056,LEY HUMAYA,CASA LEY,AA,CULIACAN,SINALOA,AREA 1,AREA I  PACIFICO
15105,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1086,LEY TRES RIOS,CASA LEY,AA,CULIACAN,SINALOA,AREA 1,AREA I  PACIFICO
15106,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1091,LEY ABASTOS,CASA LEY,AA,CULIACAN,SINALOA,AREA 1,AREA I  PACIFICO
15107,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1092,LEY EL PALMITO,CASA LEY,AA,CULIACAN,SINALOA,AREA 1,AREA I  PACIFICO
15108,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1133,LEY MILENIUM CULIACAN,CASA LEY,AA,CULIACAN,SINALOA,AREA 1,AREA I  PACIFICO
15109,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1280,LEY CALZADA,CASA LEY,AA,CULIACAN,SINALOA,AREA 1,AREA I  PACIFICO
15110,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1281,LEY PASEO DE SAN ISIDRO,CASA LEY,AA,CULIACAN,SINALOA,AREA 1,AREA I  PACIFICO
15111,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1300,LEY SENDERO CULIACAN,CASA LEY,AA,CULIACAN,SINALOA,AREA 1,AREA I  PACIFICO
15112,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1320,LEY PLAZA PABELLON,CASA LEY,AA,CULIACAN,SINALOA,AREA 1,AREA I  PACIFICO
15113,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1335,LEY PLAZA SUR,CASA LEY,AAA,CULIACAN,SINALOA,AREA 1,AREA I  PACIFICO
15114,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1005,AUTOSERVICIO LEY GUAMUCHIL,CASA LEY,AA,GUAMUCHIL,SINALOA,AREA 1,AREA I  PACIFICO
15115,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1017,LEY PLAZA FIESTA LAS PALMAS,CASA LEY,AA,LOS MOCHIS,SINALOA,AREA 1,AREA I  PACIFICO
15116,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1053,LEY PLAZA DEL EVORA,CASA LEY,AA,GUAMUCHIL,SINALOA,AREA 1,AREA I  PACIFICO
15117,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1070,LEY PLAZA GUASAVE,CASA LEY,AA,GUASAVE,SINALOA,AREA 1,AREA I  PACIFICO
15118,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1083,LEY TABACHINES,CASA LEY,AA,LOS MOCHIS,SINALOA,AREA 1,AREA I  PACIFICO
15119,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1094,LEY JIQUILPAN,CASA LEY,AA,LOS MOCHIS,SINALOA,AREA 1,AREA I  PACIFICO
15120,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1123,LEY LAS FUENTES,CASA LEY,AA,GUASAVE,SINALOA,AREA 1,AREA I  PACIFICO
15121,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1301,LEY SENDERO MOCHIS,CASA LEY,AAA,LOS MOCHIS,SINALOA,AREA 1,AREA I  PACIFICO
15122,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1354,LEY COUNTRY,SIN ASIGNAR,AAA,LOS MOCHIS,SINALOA,AREA 1,AREA I  PACIFICO
15123,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1022,LEY BOULEVARD,CASA LEY,AA,HERMOSILLO,SONORA,AREA 1,AREA I  PACIFICO
15124,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1028,LEY LAZARO CARDENAS,CASA LEY,AA,HERMOSILLO,SONORA,AREA 1,AREA I  PACIFICO
15125,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1046,LEY PLAZA SAHUARO,CASA LEY,AA,HERMOSILLO,SONORA,AREA 1,AREA I  PACIFICO
15126,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1050,LEY CENTRO,CASA LEY,AA,HERMOSILLO,SONORA,AREA 1,AREA I  PACIFICO
15127,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1075,LEY PALO VERDE,CASA LEY,AA,HERMOSILLO,SONORA,AREA 1,AREA I  PACIFICO
15128,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1081,LEY KINO,CASA LEY,AAA,HERMOSILLO,SONORA,AREA 1,AREA I  PACIFICO
15129,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1093,LEY VADO DEL RIO,CASA LEY,AA,HERMOSILLO,SONORA,AREA 1,AREA I  PACIFICO
15130,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1284,LEY PASEO SOLIDARIDAD,CASA LEY,AA,LIBERTAD,SONORA,AREA 1,AREA I  PACIFICO
15131,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1291,LEY QUIROGA,CASA LEY,AA,HERMOSILLO,SONORA,AREA 1,AREA I  PACIFICO
15132,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1319,LEY VILLA DEL CORTES,CASA LEY,AA,HERMOSILLO,SONORA,AREA 1,AREA I  PACIFICO
15133,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1042,LEY PUEBLO AMIGO,CASA LEY,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15134,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1051,LEY TIJUANA OTAY,CASA LEY,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15135,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1089,LEY ENSENADA,CASA LEY,AA,ENSENADA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15136,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1131,LEY CASA BLANCA,CASA LEY,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15137,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1149,LEY PLAZA EL DORADO,CASA LEY,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15138,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1302,LEY SENDERO TIJUANA,CASA LEY,AAA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15139,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1303,LEY PORTICOS,CASA LEY,AAA,ENSENADA,BAJA CALIFORNIA SUR,AREA 1,AREA I  PACIFICO
15140,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1346,LEY ROSARITO,CASA LEY,AA,ROSARITO,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
15141,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,2024,SUPER MAYOREO LEY CULIACAN,SUPER MAYOREO,AAA,CULIACAN,SINALOA,AREA 1,AREA I  PACIFICO
15142,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,2030,MAYOREO LA PAZ,MAYOREO,AA,LA PAZ,BAJA CALIFORNIA SUR,AREA 1,AREA I  PACIFICO
15143,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,2066,SUPER MAYOREO GUASAVE,SUPER MAYOREO,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
15144,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,2067,SUPER MAYOREO TABACHINES,SUPER MAYOREO,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
15145,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,2057,MAYOREO LEY TEPIC,MAYOREO,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
15146,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,2061,MAYOREO MAZABASTOS,MAYOREO,AA,MAZATLAN,SINALOA,AREA 1,AREA I  PACIFICO
15147,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,2111,MAYOREO DURANGO,MAYOREO,AA,DURANGO,DURANGO,AREA 2,AREA II  NORTE
15148,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1021,PLAZA LEY MAZATLAN,CASA LEY,AAA,MAZATLAN,SINALOA,AREA 1,AREA I  PACIFICO
15149,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1047,LEY PLAZA EL MAR,CASA LEY,AAA,MAZATLAN,SINALOA,AREA 1,AREA I  PACIFICO
15150,AUTOSERVICIOS,CADENAS REGIONALES,CASA LEY,CASA LEY,1068,LEY ESCUINAPA,CASA LEY,AAA,ESQUINAPAN,SINALOA,AREA 1,AREA I  PACIFICO
