IDTIENDA,SEGMENTO,SUBSEGMENTO,GRUPO,CADENA,IDTIENDACADENA,NOMBRE,FORMATO,CLASIFICACION,CIUDAD,ESTADO,AREA NIELSEN,REGION
5855,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,56,EJERCITO,HIPERMERCADO,AA,TAMPICO,TAMAULIPAS,AREA 2,AREA II  NORTE
5856,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,29,HENEQUEN,HIPERMERCADO,A,JUAREZ,CHIHUAHUA,AREA 2,AREA II  NORTE
5857,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,403,LOS ARCOS,EXPRESS,SIN ASIGNAR,COACALCO DE BERRIOZABAL,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5858,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,66,ESTANZUELA,HIPERMERCADO,A,MONTERREY,NUEVO LEON,AREA 2,AREA II  NORTE
5859,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,113,CIMATARIO,HIPERMERCADO,AA,QUERETARO,QUERETARO,AREA 4,AREA IV  CENTRO
5860,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,416,NAVA,EXPRESS,A,NAVA,COAHUILA,AREA 2,AREA II  NORTE
5861,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,135,COMALCALCO,MERCADO,AA,COMALCALCO,TABASCO,AREA 6,AREA VI  SURESTE
5862,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,697,HERMOSILLO SOLIDARIDAD,HIPERMERCADO,A,HERMOSILLO,SONORA,AREA 1,AREA I  PACIFICO
5863,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,163,COACALCO,HIPERMERCADO,AA,COACALCO DE BERRIOZABAL,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5864,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,511,CERRO AZUL,EXPRESS,A,CERRO AZUL,VERACRUZ,AREA 6,AREA VI  SURESTE
5865,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,178,CENTRAL,MERCADO,AA,IRAPUATO,GUANAJUATO,AREA 3,AREA III  BAJIO
5866,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,519,EL DORADO,EXPRESS,AA,CULIACAN,SINALOA,AREA 1,AREA I  PACIFICO
5867,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,906,GALERIAS TECNOLOGICO,HIPERMERCADO,A,CELAYA,GUANAJUATO,AREA 3,AREA III  BAJIO
5868,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,661,COCOYOC,HIPERMERCADO,AA,YAUTEPEC DE ZARAGOZA,MORELOS,AREA 4,AREA IV  CENTRO
5869,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,546,PANUCO,EXPRESS,A,PANUCO,VERACRUZ,AREA 6,AREA VI  SURESTE
5870,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,873,PLAZA EL DORADO,HIPERMERCADO,AA,AGUASCALIENTES,AGUASCALIENTES,AREA 3,AREA III  BAJIO
5871,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,34,CENTRO,HIPERMERCADO,A,TORREON,COAHUILA,AREA 2,AREA II  NORTE
5872,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,977,RANCHO TERREMOTO,HIPERMERCADO,AA,CUAUTITLAN DE ROMERO RUBIO,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5873,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,51,LAS PALMAS,HIPERMERCADO,AA,VICTORIA,TAMAULIPAS,AREA 2,AREA II  NORTE
5874,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,116,SENDERO ESCOBEDO,HIPERMERCADO,AA,ESCOBEDO,NUEVO LEON,AREA 2,AREA II  NORTE
5875,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,271,METEPEC AMERICAS,SUPER,AA,TOLUCA,ESTADO DE MEXICO,AREA 4,AREA IV  CENTRO
5876,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,180,SAN VICENTE,MERCADO,AA,CHICOLOAPAN,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5877,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,382,INDUSTRIAL,SUPER,A,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
5878,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,383,UNIVERSIDAD TIJ.,SUPER,A,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
5879,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,394,ENCINOS,SUPER,A,TECATE,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
5880,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,221,SENDERO MATAMOROS,HIPERMERCADO,AA,MATAMOROS,TAMAULIPAS,AREA 2,AREA II  NORTE
5881,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,502,TIJUANA VILLA FONTANA,SUPER,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
5882,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,543,SAN MARINO,SUPER,A,ENSENADA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
5883,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,266,FIDEL VELAZQUEZ,HIPERMERCADO,A,MONTERREY,NUEVO LEON,AREA 2,AREA II  NORTE
5884,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,461,SAYULA,EXPRESS,AA,SAYULA,JALISCO,AREA 3,AREA III  BAJIO
5885,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,8,GUADALUPE,HIPERMERCADO,AA,GUADALUPE,NUEVO LEON,AREA 2,AREA II  NORTE
5886,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,499,CAMARGO,EXPRESS,A,CAMARGO,CHIHUAHUA,AREA 2,AREA II  NORTE
5887,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,11,FRANCISCO COSS,HIPERMERCADO,AA,SALTILLO,COAHUILA,AREA 2,AREA II  NORTE
5888,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,251,LA VIGA,HIPERMERCADO,AA,CDMX,CDMX,AREA 5,AREA V  VDM
5889,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,911,GUADALAJARA,HIPERMERCADO,AA,GUADALAJARA,JALISCO,AREA 3,AREA III  BAJIO
5890,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,38,UNIVERSIDAD,HIPERMERCADO,A,CHIHUAHUA,CHIHUAHUA,AREA 2,AREA II  NORTE
5891,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,70,PORVENIR,HIPERMERCADO,A,JUAREZ,CHIHUAHUA,AREA 2,AREA II  NORTE
5892,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,995,MISION,HIPERMERCADO,SIN ASIGNAR,ENSENADA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
5893,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,192,LA ASUNCION,MERCADO,AA,AGUASCALIENTES,AGUASCALIENTES,AREA 3,AREA III  BAJIO
5894,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,330,TRANSITO,MERCADO,AA,GUADALAJARA,JALISCO,AREA 3,AREA III  BAJIO
5895,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,133,SAN JERONIMO MTY,HIPERMERCADO,AA,MONTERREY,NUEVO LEON,AREA 2,AREA II  NORTE
5896,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,161,VALLE SOLEADO,HIPERMERCADO,AA,GUADALUPE,NUEVO LEON,AREA 2,AREA II  NORTE
5897,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,268,ARAGON,HIPERMERCADO,AA,ECATEPEC DE MORELOS,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5898,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,376,FUNDADORES TIJ.,SUPER,A,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
5899,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,293,RIO,HIPERMERCADO,AA,MORELIA,MICHOACAN,AREA 3,AREA III  BAJIO
5900,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,303,EL SAUZ,MERCADO,AA,ZAPOPAN,JALISCO,AREA 3,AREA III  BAJIO
5901,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,410,RUIZ CORTINEZ,HIPERMERCADO,A,POZA RICA,VERACRUZ,AREA 6,AREA VI  SURESTE
5902,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,590,CACAHOATAN,EXPRESS,AA,CACAHOATAN,CHIAPAS,AREA 6,AREA VI  SURESTE
5903,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,31,DEL RIO,HIPERMERCADO,AA,REYNOSA,TAMAULIPAS,AREA 2,AREA II  NORTE
5904,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,174,NICHUPTE,HIPERMERCADO,AA,CANCUN,QUINTANA ROO,AREA 6,AREA VI  SURESTE
5905,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,903,ERMITA IZTAPALAPA,HIPERMERCADO,A,CDMX,CDMX,AREA 5,AREA V  VDM
5906,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,966,PLAYA DEL CARMEN CENTRO,HIPERMERCADO,AA,PLAYA DEL CARMEN,QUINTANA ROO,AREA 6,AREA VI  SURESTE
5907,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,265,COLON MTY,EXPRESS,A,MONTERREY,NUEVO LEON,AREA 2,AREA II  NORTE
5908,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,452,MUZQUIZ,EXPRESS,A,MUZQUIZ,COAHUILA,AREA 2,AREA II  NORTE
5909,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,500,LAS FLORES,MERCADO,AA,COACALCO DE BERRIOZABAL,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5910,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,153,LA BARCA,MERCADO,AA,LA BARCA,JALISCO,AREA 3,AREA III  BAJIO
5911,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,923,ZAMORA MADERO,HIPERMERCADO,AA,MORELIA,MICHOACAN,AREA 3,AREA III  BAJIO
5912,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,462,LAS CHOAPAS,EXPRESS,AA,LAS CHOAPAS,VERACRUZ,AREA 6,AREA VI  SURESTE
5913,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,928,CANCUN KABAH,HIPERMERCADO,AA,CANCUN,QUINTANA ROO,AREA 6,AREA VI  SURESTE
5914,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,984,IRAPUATO ABASTOS,MERCADO,AA,IRAPUATO,GUANAJUATO,AREA 3,AREA III  BAJIO
5915,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,942,TIJUANA LOS PINOS,HIPERMERCADO,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
5916,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,648,CERRADAS DE AN?HUAC,SUPER,AA,ESCOBEDO,NUEVO LEON,AREA 2,AREA II  NORTE
5917,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,36,NINOS HEROES,HIPERMERCADO,A,CHIHUAHUA,CHIHUAHUA,AREA 2,AREA II  NORTE
5918,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,81,POZA RICA,HIPERMERCADO,AA,POZA RICA,VERACRUZ,AREA 6,AREA VI  SURESTE
5919,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,544,JARDINES DEL SUR,SUPER,AA,CANCUN,QUINTANA ROO,AREA 6,AREA VI  SURESTE
5920,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,249,PLAZA DIEZ,MERCADO,SIN ASIGNAR,GUAYMAS,SONORA,AREA 1,AREA I  PACIFICO
5921,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,473,ADOLF B. HORN,MERCADO,AA,TLAQUEPAQUE,JALISCO,AREA 3,AREA III  BAJIO
5922,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,569,ALIANZA,MERCADO,A,MONTERREY,NUEVO LEON,AREA 2,AREA II  NORTE
5923,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,577,LA PIEDAD,MERCADO,AA,LA PIEDAD,MICHOACAN,AREA 3,AREA III  BAJIO
5924,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,302,PLAZA UNIVERSIDAD,SUPER,AA,ZAPOPAN,JALISCO,AREA 3,AREA III  BAJIO
5925,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,22,LINDA VISTA,HIPERMERCADO,AA,GUADALUPE,NUEVO LEON,AREA 2,AREA II  NORTE
5926,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,483,IRAPUATO CENTRO,EXPRESS,A,IRAPUATO,GUANAJUATO,AREA 3,AREA III  BAJIO
5927,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,49,LAS ROSAS,HIPERMERCADO,A,GOMEZ PALACIO,DURANGO,AREA 2,AREA II  NORTE
5928,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,354,MALDONADO,SUPER,A,NUEVO LAREDO,TAMAULIPAS,AREA 2,AREA II  NORTE
5929,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,63,SANTA CRUZ,HIPERMERCADO,AA,GUADALUPE,NUEVO LEON,AREA 2,AREA II  NORTE
5930,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,284,TORIELLO,SUPER,AAA,CDMX,CDMX,AREA 5,AREA V  VDM
5931,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,671,SENDERO MAZATLAN,HIPERMERCADO,A,MAZATLAN,SINALOA,AREA 1,AREA I  PACIFICO
5932,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,316,PABLO NERUDA,SUPER,AA,GUADALAJARA,JALISCO,AREA 3,AREA III  BAJIO
5933,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,509,SERDAN,EXPRESS,AA,CHALCHICIMULA DE SESMA,PUEBLA,AREA 4,AREA IV  CENTRO
5934,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,433,PLAZA ORIENTE,SUPER,AA,MERIDA,YUCATAN,AREA 6,AREA VI  SURESTE
5935,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,647,OJINAGA,SUPER,AA,OJINAGA,CHIHUAHUA,AREA 2,AREA II  NORTE
5936,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,46,DELICIAS,HIPERMERCADO,A,DELICIAS,CHIHUAHUA,AREA 2,AREA II  NORTE
5937,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,233,LA CAPILLA,HIPERMERCADO,A,QUERETARO,QUERETARO,AREA 4,AREA IV  CENTRO
5938,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,638,LOS TREBOLES,SUPER,AA,APODACA,NUEVO LEON,AREA 2,AREA II  NORTE
5939,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,327,PLAZA CARACOL,HIPERMERCADO,A,PUERTO VALLARTA,JALISCO,AREA 3,AREA III  BAJIO
5940,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,557,JIQUILPAN,EXPRESS,AA,JIQUILPAN,MICHOACAN,AREA 3,AREA III  BAJIO
5941,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,862,SAN JERONIMO,HIPERMERCADO,AA,CDMX,CDMX,AREA 5,AREA V  VDM
5942,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,24,CUMBRES,HIPERMERCADO,AA,MONTERREY,NUEVO LEON,AREA 2,AREA II  NORTE
5943,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,235,LOS HEROES,MERCADO,AA,CANCUN,QUINTANA ROO,AREA 6,AREA VI  SURESTE
5944,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,48,JARDINES,HIPERMERCADO,AA,DURANGO,DURANGO,AREA 2,AREA II  NORTE
5945,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,239,CD HIDALGO,MERCADO,AA,HIDALGO,MICHOACAN,AREA 3,AREA III  BAJIO
5946,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,77,FUENTES MARES,HIPERMERCADO,A,CHIHUAHUA,CHIHUAHUA,AREA 2,AREA II  NORTE
5947,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,276,LA LUNA,SUPER,AA,CANCUN,QUINTANA ROO,AREA 6,AREA VI  SURESTE
5948,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,409,NAUCALPAN,SUPER,SIN ASIGNAR,NAUCALPAN,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5949,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,432,BUENAVISTA,SUPER,AA,MERIDA,YUCATAN,AREA 6,AREA VI  SURESTE
5950,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,465,SAN JAVIER,SUPER,AA,GUANAJUATO,GUANAJUATO,AREA 3,AREA III  BAJIO
5951,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,471,GUAYCURA,SUPER,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
5952,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,478,LA PILITA,SUPER,AA,METEPEC,ESTADO DE MEXICO,AREA 4,AREA IV  CENTRO
5953,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,308,CRUZ DEL SUR,SUPER,A,ZAPOPAN,JALISCO,AREA 3,AREA III  BAJIO
5954,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,604,HUETAMO,EXPRESS,A,HUETAMO,MICHOACAN,AREA 3,AREA III  BAJIO
5955,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,64,CARRIZO,HIPERMERCADO,A,NUEVO LAREDO,TAMAULIPAS,AREA 2,AREA II  NORTE
5956,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,121,ECHEVERRIA,HIPERMERCADO,A,SALTILLO,COAHUILA,AREA 2,AREA II  NORTE
5957,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,204,TRES RIOS,HIPERMERCADO,A,CULIACAN,SINALOA,AREA 1,AREA I  PACIFICO
5958,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,969,PLAZA ATIZAPAN,HIPERMERCADO,AA,ATIZAPAN DE ZARAGOZA,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5959,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,152,LINARES,MERCADO,AA,LINARES,NUEVO LEON,AREA 2,AREA II  NORTE
5960,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,17,MATAMOROS,HIPERMERCADO,AAA,MATAMOROS,TAMAULIPAS,AREA 2,AREA II  NORTE
5961,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,43,CONSTITUCION,HIPERMERCADO,AA,TORREON,COAHUILA,AREA 2,AREA II  NORTE
5962,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,373,LA OCHO,SUPER,A,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
5963,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,490,ZAPOTILTIC,EXPRESS,A,ZAPOTILTIC,JALISCO,AREA 3,AREA III  BAJIO
5964,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,536,HUAMANTLA,EXPRESS,A,HUAMANTLA,TLAXCALA,AREA 4,AREA IV  CENTRO
5965,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,55,MIRADOR,HIPERMERCADO,A,CHIHUAHUA,CHIHUAHUA,AREA 2,AREA II  NORTE
5966,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,162,CHIHUAHUA 2000,HIPERMERCADO,A,CHIHUAHUA,CHIHUAHUA,AREA 2,AREA II  NORTE
5967,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,50,FRESNOS,HIPERMERCADO,AA,APODACA,NUEVO LEON,AREA 2,AREA II  NORTE
5968,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,196,LA SIERRA,MERCADO,A,CHIHUAHUA,CHIHUAHUA,AREA 2,AREA II  NORTE
5969,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,173,CUNDUACAN,MERCADO,AA,CUNDUACAN,TABASCO,AREA 6,AREA VI  SURESTE
5970,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,579,ALAMO,EXPRESS,A,ALAMO TEMAPACHE,VERACRUZ,AREA 6,AREA VI  SURESTE
5971,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,169,SENDERO IXTAPALUCA,HIPERMERCADO,AA,IXTAPALUCA,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5972,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,679,AUTLAN,EXPRESS,AA,AUTLAN DE NAVARRO,JALISCO,AREA 3,AREA III  BAJIO
5973,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,206,SENDERO HERMOSILLO,HIPERMERCADO,A,HERMOSILLO,SONORA,AREA 1,AREA I  PACIFICO
5974,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,333,TORRES GDL,HIPERMERCADO,AA,GUADALAJARA,JALISCO,AREA 3,AREA III  BAJIO
5975,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,386,LA PRIMERA,SUPER,SIN ASIGNAR,ENSENADA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
5976,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,588,EL TEJAR,MERCADO,AA,MEDELLIN,VERACRUZ,AREA 6,AREA VI  SURESTE
5977,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,322,PALOMAR,SUPER,AA,TLAJOMULCO DE ZUÑIGA,JALISCO,AREA 3,AREA III  BAJIO
5978,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,559,DEL LAGO,SUPER,A,PIEDRAS NEGRAS,COAHUILA,AREA 2,AREA II  NORTE
5979,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,246,SENDERO ACAPULCO,HIPERMERCADO,AA,ACAPULCO,GUERRERO,AREA 4,AREA IV  CENTRO
5980,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,304,PLAZA GUADALUPE,SUPER,AA,ZAPOPAN,JALISCO,AREA 3,AREA III  BAJIO
5981,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,392,CUCAPAH,SUPER,A,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
5982,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,68,ACUNA,HIPERMERCADO,AA,ACUÑA,COAHUILA,AREA 2,AREA II  NORTE
5983,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,364,BELLA VISTA SAL,HIPERMERCADO,AA,SALTILLO,COAHUILA,AREA 2,AREA II  NORTE
5984,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,696,CULIACAN LA CAMPI?A,HIPERMERCADO,A,MAZATLAN,SINALOA,AREA 1,AREA I  PACIFICO
5985,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,882,OTAY,HIPERMERCADO,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
5986,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,125,BARRANCOS,HIPERMERCADO,A,CULIACAN,SINALOA,AREA 1,AREA I  PACIFICO
5987,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,194,ROSALES,HIPERMERCADO,A,LOS MOCHIS,SINALOA,AREA 1,AREA I  PACIFICO
5988,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,650,OBREGON,SUPER,A,SAN LUIS RIO COLORADO,SONORA,AREA 1,AREA I  PACIFICO
5989,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,512,AMECA,EXPRESS,AA,AMECA,JALISCO,AREA 3,AREA III  BAJIO
5990,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,340,GLORIETA,HIPERMERCADO,SIN ASIGNAR,SAN LUIS POTOSI,SAN LUIS POTOSI,AREA 2,AREA II  NORTE
5991,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,367,EVA SAMANO,HIPERMERCADO,A,NUEVO LAREDO,TAMAULIPAS,AREA 2,AREA II  NORTE
5992,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,123,SALAMANCA,MERCADO,AA,SALAMANCA,GUANAJUATO,AREA 3,AREA III  BAJIO
5993,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,109,LAGUNETA,HIPERMERCADO,AA,MATAMOROS,TAMAULIPAS,AREA 2,AREA II  NORTE
5994,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,241,SENDERO APODACA,HIPERMERCADO,AA,APODACA,NUEVO LEON,AREA 2,AREA II  NORTE
5995,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,652,CALLE 26,SUPER,A,SAN LUIS RIO COLORADO,SONORA,AREA 1,AREA I  PACIFICO
5996,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,306,ZAPOTLAN,MERCADO,AA,ZAPOTLAN EL GRANDE,JALISCO,AREA 3,AREA III  BAJIO
5997,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,388,VALLE DORADO,SUPER,SIN ASIGNAR,ENSENADA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
5998,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,575,NUCLEO DEPORTIVO,MERCADO,A,VERACRUZ,VERACRUZ,AREA 6,AREA VI  SURESTE
5999,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,631,PLAZA NATIVA,SUPER,AA,SAN PEDRO GARZA GARCIA,NUEVO LEON,AREA 2,AREA II  NORTE
6000,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,626,PORTICOS,SUPER,AA,ENSENADA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
